product_id,product_name,category,subcategory,cost_price,selling_price
35,Cookware Product 0035,Home & Kitchen,Cookware,2150.14,3457.25
36,Makeup Product 0036,Beauty,Makeup,3929.32,6437.58
37,Furniture Product 0037,Home & Kitchen,Furniture,3917.98,6352.44
38,Outdoor Product 0038,Sports,Outdoor,5218.42,7504.31
39,Audio Product 0039,Electronics,Audio,4877.71,7758.96
40,Cookware Product 0040,Home & Kitchen,Cookware,166.9,283.01
41,Accessories Product 0041,Fashion,Accessories,373.94,456.83
42,Accessories Product 0042,Fashion,Accessories,4636.68,5846.15
43,Accessories Product 0043,Electronics,Accessories,1158.96,1606.43
44,Sportswear Product 0044,Sports,Sportswear,9969.98,12608.79
45,Accessories Product 0045,Fashion,Accessories,248.72,309.9
46,Outdoor Product 0046,Sports,Outdoor,334.28,456.33
47,Outdoor Product 0047,Sports,Outdoor,2654.03,3846.18
48,Footwear Product 0048,Fashion,Footwear,2167.81,2750.54
49,Academic Product 0049,Books,Academic,495.82,704.98
50,Sportswear Product 0050,Sports,Sportswear,939.46,1608.02
51,Comics Product 0051,Books,Comics,119.3,183.8
52,Sportswear Product 0052,Sports,Sportswear,124.7,186.01
53,Fitness Product 0053,Sports,Fitness,208.95,260.36
54,Footwear Product 0054,Fashion,Footwear,3114.5,4278.27
55,Laptops Product 0055,Electronics,Laptops,17813.33,22653.9
56,Comics Product 0056,Books,Comics,513.21,680.15
57,Makeup Product 0057,Beauty,Makeup,115.76,182.69
58,Cookware Product 0058,Home & Kitchen,Cookware,6846.59,9201.77
59,Cookware Product 0059,Home & Kitchen,Cookware,13006.63,21579.49
60,Fragrance Product 0060,Beauty,Fragrance,220.98,334.72
61,Women Product 0061,Fashion,Women,1082.55,1410.22
62,Audio Product 0062,Electronics,Audio,269.77,377.19
63,Laptops Product 0063,Electronics,Laptops,215.04,278.24
64,Fragrance Product 0064,Beauty,Fragrance,4007.48,6476.52
65,Decor Product 0065,Home & Kitchen,Decor,31155.58,41406.5
66,Men Product 0066,Fashion,Men,4661.32,7709.41
67,Skincare Product 0067,Beauty,Skincare,31918.07,45778.26
68,Makeup Product 0068,Beauty,Makeup,1247.9,1870.76
69,Accessories Product 0069,Electronics,Accessories,19344.61,27625.35
70,Accessories Product 0070,Electronics,Accessories,289.62,493.73
71,Footwear Product 0071,Fashion,Footwear,192.67,297.54
72,Haircare Product 0072,Beauty,Haircare,6483.74,8881.05
73,Mobiles Product 0073,Electronics,Mobiles,909.3,1297.51
74,Decor Product 0074,Home & Kitchen,Decor,663.09,949.68
75,Sportswear Product 0075,Sports,Sportswear,5095.55,7407.14
76,Non-Fiction Product 0076,Books,Non-Fiction,837.81,1040.95
77,Women Product 0077,Fashion,Women,3349.2,4174.32
78,Laptops Product 0078,Electronics,Laptops,552.9,854.24
79,Cookware Product 0079,Home & Kitchen,Cookware,9182.99,14236.94
80,Appliances Product 0080,Home & Kitchen,Appliances,644.46,920.89
81,Decor Product 0081,Home & Kitchen,Decor,1932.41,3355.96
82,Men Product 0082,Fashion,Men,108.43,171.62
83,Women Product 0083,Fashion,Women,9131.05,14911.87
84,Accessories Product 0084,Electronics,Accessories,3362.65,5509.7
85,Sportswear Product 0085,Sports,Sportswear,331.02,458.23
86,Men Product 0086,Fashion,Men,342.68,524.15
87,Women Product 0087,Fashion,Women,410.89,689.17
88,Non-Fiction Product 0088,Books,Non-Fiction,3373.17,4271.76
89,Footwear Product 0089,Fashion,Footwear,2850.1,3625.99
90,Non-Fiction Product 0090,Books,Non-Fiction,576.37,736.23
91,Cookware Product 0091,Home & Kitchen,Cookware,5542.43,8455.25
92,Appliances Product 0092,Home & Kitchen,Appliances,14838.12,26244.26
93,Footwear Product 0093,Fashion,Footwear,111.79,193.14
94,Footwear Product 0094,Fashion,Footwear,1057.27,1692.89
95,Audio Product 0095,Electronics,Audio,2873.21,4714.88
96,Makeup Product 0096,Beauty,Makeup,3556.36,4524.77
97,Mobiles Product 0097,Electronics,Mobiles,137.17,168.03
98,Fragrance Product 0098,Beauty,Fragrance,392.73,509.71
99,Women Product 0099,Fashion,Women,160.48,214.82
100,Fragrance Product 0100,Beauty,Fragrance,2898.17,4088.1
101,Accessories Product 0101,Fashion,Accessories,4829.8,6372.82
102,Non-Fiction Product 0102,Books,Non-Fiction,305.68,379.4
103,Furniture Product 0103,Home & Kitchen,Furniture,739.5,1038.1
104,Comics Product 0104,Books,Comics,602.95,1018.93
105,Laptops Product 0105,Electronics,Laptops,10430.77,17553.07
106,Makeup Product 0106,Beauty,Makeup,328.86,464.72
107,Women Product 0107,Fashion,Women,2320.74,3625.95
108,Outdoor Product 0108,Sports,Outdoor,11275.31,14169.11
109,Team Sports Product 0109,Sports,Team Sports,13286.47,18578.75
110,Team Sports Product 0110,Sports,Team Sports,5280.26,7207.04
111,Audio Product 0111,Electronics,Audio,471.37,854.6
112,Outdoor Product 0112,Sports,Outdoor,12247.05,17887.02
113,Audio Product 0113,Electronics,Audio,7451.27,11181.14
114,Audio Product 0114,Electronics,Audio,6652.06,8982.17
115,Mobiles Product 0115,Electronics,Mobiles,144.9,221.8
116,Men Product 0116,Fashion,Men,156.93,192.86
117,Haircare Product 0117,Beauty,Haircare,6227.36,8519.49
118,Audio Product 0118,Electronics,Audio,26419.92,36282.23
119,Laptops Product 0119,Electronics,Laptops,10720.79,13430.83
120,Men Product 0120,Fashion,Men,15379.1,18784.66
121,Fiction Product 0121,Books,Fiction,2146.0,3556.44
122,Footwear Product 0122,Fashion,Footwear,676.65,880.09
123,Haircare Product 0123,Beauty,Haircare,4566.66,7690.23
124,Men Product 0124,Fashion,Men,6318.03,9382.26
125,Sportswear Product 0125,Sports,Sportswear,4376.74,7584.68
126,Academic Product 0126,Books,Academic,26353.33,36687.95
127,Women Product 0127,Fashion,Women,856.46,1266.02
128,Decor Product 0128,Home & Kitchen,Decor,135.93,188.86
129,Team Sports Product 0129,Sports,Team Sports,21533.74,29375.56
130,Academic Product 0130,Books,Academic,273.33,381.08
131,Mobiles Product 0131,Electronics,Mobiles,5423.25,8616.7
132,Women Product 0132,Fashion,Women,18575.06,23937.58
133,Fitness Product 0133,Sports,Fitness,635.32,908.95
134,Accessories Product 0134,Fashion,Accessories,12737.32,18669.31
135,Decor Product 0135,Home & Kitchen,Decor,842.94,1032.37
136,Fragrance Product 0136,Beauty,Fragrance,9481.16,15132.4
137,Decor Product 0137,Home & Kitchen,Decor,155.86,225.04
138,Decor Product 0138,Home & Kitchen,Decor,4954.74,6748.23
139,Non-Fiction Product 0139,Books,Non-Fiction,4474.05,7663.52
140,Women Product 0140,Fashion,Women,1682.26,2605.55
141,Team Sports Product 0141,Sports,Team Sports,6223.37,8119.67
142,Team Sports Product 0142,Sports,Team Sports,19646.57,32001.6
143,Haircare Product 0143,Beauty,Haircare,7278.78,10654.13
144,Team Sports Product 0144,Sports,Team Sports,28762.06,39932.32
145,Cookware Product 0145,Home & Kitchen,Cookware,1485.69,2031.82
146,Women Product 0146,Fashion,Women,2410.01,3227.79
147,Men Product 0147,Fashion,Men,544.11,694.18
148,Accessories Product 0148,Fashion,Accessories,30171.45,45988.02
149,Accessories Product 0149,Electronics,Accessories,153.07,206.63
150,Appliances Product 0150,Home & Kitchen,Appliances,900.67,1204.61
151,Furniture Product 0151,Home & Kitchen,Furniture,533.61,845.56
152,Accessories Product 0152,Fashion,Accessories,1149.34,1416.49
153,Academic Product 0153,Books,Academic,24293.03,31001.46
154,Fiction Product 0154,Books,Fiction,799.37,1272.35
155,Laptops Product 0155,Electronics,Laptops,22603.86,30868.26
156,Appliances Product 0156,Home & Kitchen,Appliances,1304.92,1754.38
157,Accessories Product 0157,Electronics,Accessories,14334.07,21506.47
158,Cookware Product 0158,Home & Kitchen,Cookware,2433.79,3107.45
159,Fitness Product 0159,Sports,Fitness,674.04,915.37
160,Academic Product 0160,Books,Academic,1484.91,2040.55
161,Furniture Product 0161,Home & Kitchen,Furniture,1076.01,1765.03
162,Appliances Product 0162,Home & Kitchen,Appliances,448.17,678.93
163,Accessories Product 0163,Electronics,Accessories,538.32,806.89
164,Furniture Product 0164,Home & Kitchen,Furniture,331.47,443.09
165,Sportswear Product 0165,Sports,Sportswear,757.32,1056.28
166,Men Product 0166,Fashion,Men,3233.59,5641.46
167,Fitness Product 0167,Sports,Fitness,896.99,1416.87
168,Accessories Product 0168,Fashion,Accessories,6371.6,9401.48
169,Decor Product 0169,Home & Kitchen,Decor,34717.76,46357.23
170,Mobiles Product 0170,Electronics,Mobiles,1006.87,1341.13
171,Audio Product 0171,Electronics,Audio,1504.33,2204.32
172,Team Sports Product 0172,Sports,Team Sports,226.32,389.15
173,Team Sports Product 0173,Sports,Team Sports,921.11,1464.21
174,Fragrance Product 0174,Beauty,Fragrance,6328.9,10228.25
175,Accessories Product 0175,Electronics,Accessories,403.55,530.37
176,Skincare Product 0176,Beauty,Skincare,258.54,431.91
177,Laptops Product 0177,Electronics,Laptops,902.16,1335.49
178,Audio Product 0178,Electronics,Audio,12747.29,17435.91
179,Footwear Product 0179,Fashion,Footwear,4552.52,5616.98
180,Footwear Product 0180,Fashion,Footwear,32037.1,39079.4
181,Fitness Product 0181,Sports,Fitness,23182.81,28716.87
182,Haircare Product 0182,Beauty,Haircare,268.48,360.9
183,Laptops Product 0183,Electronics,Laptops,144.34,192.06
184,Laptops Product 0184,Electronics,Laptops,1150.53,1523.91
185,Appliances Product 0185,Home & Kitchen,Appliances,2437.49,3113.4
186,Accessories Product 0186,Electronics,Accessories,2419.23,2997.87
187,Appliances Product 0187,Home & Kitchen,Appliances,219.14,326.91
188,Haircare Product 0188,Beauty,Haircare,205.19,309.74
189,Cookware Product 0189,Home & Kitchen,Cookware,132.79,196.93
190,Outdoor Product 0190,Sports,Outdoor,15308.37,21023.63
191,Footwear Product 0191,Fashion,Footwear,28027.76,36909.21
192,Decor Product 0192,Home & Kitchen,Decor,230.59,293.73
193,Furniture Product 0193,Home & Kitchen,Furniture,348.26,517.34
194,Fragrance Product 0194,Beauty,Fragrance,163.86,252.82
195,Women Product 0195,Fashion,Women,20014.72,24542.73
196,Accessories Product 0196,Electronics,Accessories,24098.0,39336.63
197,Comics Product 0197,Books,Comics,418.66,686.39
198,Laptops Product 0198,Electronics,Laptops,650.25,874.98
199,Fiction Product 0199,Books,Fiction,738.13,1233.28
200,Audio Product 0200,Electronics,Audio,1827.54,2778.09
201,Team Sports Product 0201,Sports,Team Sports,4971.3,7904.19
202,Women Product 0202,Fashion,Women,1673.12,2809.36
203,Accessories Product 0203,Fashion,Accessories,26575.29,37614.3
204,Audio Product 0204,Electronics,Audio,174.41,267.98
205,Decor Product 0205,Home & Kitchen,Decor,10472.57,15519.44
206,Fitness Product 0206,Sports,Fitness,631.22,1047.01
207,Outdoor Product 0207,Sports,Outdoor,1018.31,1344.62
208,Men Product 0208,Fashion,Men,5849.75,9212.6
209,Decor Product 0209,Home & Kitchen,Decor,21315.38,33173.94
210,Accessories Product 0210,Electronics,Accessories,5943.26,9615.66
211,Haircare Product 0211,Beauty,Haircare,9074.18,13598.58
212,Decor Product 0212,Home & Kitchen,Decor,7936.46,11754.83
213,Laptops Product 0213,Electronics,Laptops,670.84,968.01
214,Haircare Product 0214,Beauty,Haircare,9882.94,12182.46
215,Men Product 0215,Fashion,Men,11358.17,14300.2
216,Audio Product 0216,Electronics,Audio,2375.85,3325.03
217,Audio Product 0217,Electronics,Audio,1900.38,3390.49
218,Fragrance Product 0218,Beauty,Fragrance,8856.64,12381.54
219,Audio Product 0219,Electronics,Audio,9918.18,17272.73
220,Sportswear Product 0220,Sports,Sportswear,789.0,1063.64
221,Appliances Product 0221,Home & Kitchen,Appliances,10346.41,15788.31
222,Mobiles Product 0222,Electronics,Mobiles,13188.74,16991.9
223,Makeup Product 0223,Beauty,Makeup,470.2,584.47
224,Accessories Product 0224,Fashion,Accessories,6399.34,9657.64
225,Decor Product 0225,Home & Kitchen,Decor,298.94,443.3
226,Appliances Product 0226,Home & Kitchen,Appliances,182.68,257.54
227,Laptops Product 0227,Electronics,Laptops,2547.26,4222.73
228,Skincare Product 0228,Beauty,Skincare,23540.01,29411.05
229,Furniture Product 0229,Home & Kitchen,Furniture,122.92,184.31
230,Makeup Product 0230,Beauty,Makeup,10859.3,18249.66
231,Women Product 0231,Fashion,Women,2149.52,2843.52
232,Makeup Product 0232,Beauty,Makeup,13575.79,22285.69
233,Sportswear Product 0233,Sports,Sportswear,11858.08,20141.01
234,Women Product 0234,Fashion,Women,17008.09,24228.9
235,Cookware Product 0235,Home & Kitchen,Cookware,9549.15,13057.71
236,Furniture Product 0236,Home & Kitchen,Furniture,14135.03,20084.39
237,Accessories Product 0237,Electronics,Accessories,303.3,417.04
238,Sportswear Product 0238,Sports,Sportswear,509.33,876.35
239,Fragrance Product 0239,Beauty,Fragrance,416.32,613.56
240,Furniture Product 0240,Home & Kitchen,Furniture,7238.45,11198.19
241,Sportswear Product 0241,Sports,Sportswear,297.65,366.2
242,Accessories Product 0242,Fashion,Accessories,243.58,432.34
243,Women Product 0243,Fashion,Women,15607.2,24752.14
244,Laptops Product 0244,Electronics,Laptops,7283.93,9056.21
245,Appliances Product 0245,Home & Kitchen,Appliances,19770.43,24242.02
246,Women Product 0246,Fashion,Women,260.43,337.03
247,Accessories Product 0247,Electronics,Accessories,868.84,1522.9
248,Men Product 0248,Fashion,Men,545.15,777.05
249,Comics Product 0249,Books,Comics,104.42,158.68
250,Fragrance Product 0250,Beauty,Fragrance,601.34,783.26
251,Accessories Product 0251,Fashion,Accessories,768.55,1360.61
252,Women Product 0252,Fashion,Women,154.61,256.3
253,Mobiles Product 0253,Electronics,Mobiles,2748.57,4029.68
254,Comics Product 0254,Books,Comics,823.24,1389.28
255,Non-Fiction Product 0255,Books,Non-Fiction,144.81,196.48
256,Makeup Product 0256,Beauty,Makeup,6911.0,8956.63
257,Mobiles Product 0257,Electronics,Mobiles,7679.57,10374.71
258,Mobiles Product 0258,Electronics,Mobiles,12785.2,19114.44
259,Laptops Product 0259,Electronics,Laptops,1982.06,2517.97
260,Footwear Product 0260,Fashion,Footwear,24471.9,41677.34
261,Accessories Product 0261,Electronics,Accessories,18826.09,30350.39
262,Makeup Product 0262,Beauty,Makeup,2517.56,3690.49
263,Men Product 0263,Fashion,Men,1126.93,1989.07
264,Laptops Product 0264,Electronics,Laptops,87.91,152.67
265,Makeup Product 0265,Beauty,Makeup,6132.17,9329.2
266,Accessories Product 0266,Electronics,Accessories,3214.53,3993.95
267,Team Sports Product 0267,Sports,Team Sports,27664.13,34785.76
268,Appliances Product 0268,Home & Kitchen,Appliances,3199.58,4734.42
269,Furniture Product 0269,Home & Kitchen,Furniture,28223.23,47967.47
270,Laptops Product 0270,Electronics,Laptops,12792.04,21388.18
271,Fiction Product 0271,Books,Fiction,24894.83,38185.92
272,Women Product 0272,Fashion,Women,610.57,1006.34
273,Appliances Product 0273,Home & Kitchen,Appliances,204.43,357.15
274,Accessories Product 0274,Electronics,Accessories,11245.18,15363.95
275,Skincare Product 0275,Beauty,Skincare,10209.04,14440.13
276,Furniture Product 0276,Home & Kitchen,Furniture,322.08,512.33
277,Academic Product 0277,Books,Academic,9692.67,12748.21
278,Academic Product 0278,Books,Academic,3348.66,4408.99
279,Skincare Product 0279,Beauty,Skincare,193.45,283.41
280,Fiction Product 0280,Books,Fiction,1594.05,2767.14
281,Laptops Product 0281,Electronics,Laptops,26744.54,33515.02
282,Furniture Product 0282,Home & Kitchen,Furniture,2077.14,2843.3
283,Decor Product 0283,Home & Kitchen,Decor,9035.66,14651.54
284,Mobiles Product 0284,Electronics,Mobiles,126.83,177.43
285,Fiction Product 0285,Books,Fiction,6793.16,10302.73
286,Audio Product 0286,Electronics,Audio,26491.73,36715.31
287,Sportswear Product 0287,Sports,Sportswear,1851.54,2731.11
288,Haircare Product 0288,Beauty,Haircare,726.59,1066.82
289,Decor Product 0289,Home & Kitchen,Decor,4806.32,6419.66
290,Accessories Product 0290,Electronics,Accessories,22000.97,30740.24
291,Audio Product 0291,Electronics,Audio,239.41,418.85
292,Mobiles Product 0292,Electronics,Mobiles,888.47,1565.17
293,Men Product 0293,Fashion,Men,235.15,371.87
294,Men Product 0294,Fashion,Men,1789.26,2685.9
295,Women Product 0295,Fashion,Women,2162.27,3463.46
296,Fitness Product 0296,Sports,Fitness,26246.76,36157.84
297,Decor Product 0297,Home & Kitchen,Decor,992.9,1647.47
298,Accessories Product 0298,Electronics,Accessories,2990.58,4040.68
299,Fitness Product 0299,Sports,Fitness,19480.51,25674.46
300,Decor Product 0300,Home & Kitchen,Decor,566.3,970.41
301,Furniture Product 0301,Home & Kitchen,Furniture,5466.29,7532.25
302,Skincare Product 0302,Beauty,Skincare,9876.04,12198.85
303,Non-Fiction Product 0303,Books,Non-Fiction,616.05,1023.23
304,Fiction Product 0304,Books,Fiction,310.0,389.68
305,Laptops Product 0305,Electronics,Laptops,1987.67,2785.29
306,Women Product 0306,Fashion,Women,845.75,1191.95
307,Laptops Product 0307,Electronics,Laptops,397.77,705.25
308,Comics Product 0308,Books,Comics,32222.31,42846.48
309,Laptops Product 0309,Electronics,Laptops,1883.29,2773.08
310,Audio Product 0310,Electronics,Audio,16176.03,21721.04
311,Outdoor Product 0311,Sports,Outdoor,358.5,466.5
312,Non-Fiction Product 0312,Books,Non-Fiction,24318.48,35171.54
313,Haircare Product 0313,Beauty,Haircare,9409.48,15147.66
314,Laptops Product 0314,Electronics,Laptops,9679.81,16455.97
315,Men Product 0315,Fashion,Men,856.49,1443.51
316,Sportswear Product 0316,Sports,Sportswear,1975.38,2519.38
317,Accessories Product 0317,Fashion,Accessories,2747.85,4710.34
318,Accessories Product 0318,Electronics,Accessories,9639.71,14742.6
319,Mobiles Product 0319,Electronics,Mobiles,13320.21,20804.56
320,Outdoor Product 0320,Sports,Outdoor,184.98,236.04
321,Women Product 0321,Fashion,Women,19444.03,28637.23
322,Fragrance Product 0322,Beauty,Fragrance,28483.08,34776.16
323,Appliances Product 0323,Home & Kitchen,Appliances,3518.51,4697.58
324,Women Product 0324,Fashion,Women,346.09,443.85
325,Non-Fiction Product 0325,Books,Non-Fiction,10040.57,17412.16
326,Furniture Product 0326,Home & Kitchen,Furniture,2245.62,3631.71
327,Skincare Product 0327,Beauty,Skincare,10141.43,17289.36
328,Laptops Product 0328,Electronics,Laptops,11512.55,17051.14
329,Accessories Product 0329,Electronics,Accessories,184.69,248.26
330,Outdoor Product 0330,Sports,Outdoor,3037.54,5099.56
331,Sportswear Product 0331,Sports,Sportswear,1453.02,2483.17
332,Makeup Product 0332,Beauty,Makeup,26176.72,36562.51
333,Mobiles Product 0333,Electronics,Mobiles,514.47,840.39
334,Appliances Product 0334,Home & Kitchen,Appliances,337.24,496.37
335,Non-Fiction Product 0335,Books,Non-Fiction,15504.55,27500.0
336,Appliances Product 0336,Home & Kitchen,Appliances,261.12,355.86
337,Outdoor Product 0337,Sports,Outdoor,5633.82,8092.76
338,Decor Product 0338,Home & Kitchen,Decor,621.19,857.05
339,Non-Fiction Product 0339,Books,Non-Fiction,2535.9,4061.6
340,Fiction Product 0340,Books,Fiction,3363.35,5379.45
341,Audio Product 0341,Electronics,Audio,1298.67,1694.58
342,Outdoor Product 0342,Sports,Outdoor,32165.44,43232.43
343,Accessories Product 0343,Electronics,Accessories,227.94,322.62
344,Audio Product 0344,Electronics,Audio,1048.66,1457.28
345,Men Product 0345,Fashion,Men,1051.7,1827.79
346,Women Product 0346,Fashion,Women,4580.26,5863.36
347,Cookware Product 0347,Home & Kitchen,Cookware,1211.03,1597.93
348,Accessories Product 0348,Fashion,Accessories,186.99,263.57
349,Audio Product 0349,Electronics,Audio,29400.61,36841.92
350,Audio Product 0350,Electronics,Audio,1001.64,1681.93
351,Footwear Product 0351,Fashion,Footwear,807.49,1098.03
352,Accessories Product 0352,Fashion,Accessories,1627.81,2009.63
353,Haircare Product 0353,Beauty,Haircare,334.52,527.88
354,Women Product 0354,Fashion,Women,148.78,268.5
355,Outdoor Product 0355,Sports,Outdoor,266.12,355.58
356,Men Product 0356,Fashion,Men,217.97,394.95
357,Accessories Product 0357,Electronics,Accessories,371.53,472.93
358,Footwear Product 0358,Fashion,Footwear,972.3,1720.28
359,Fragrance Product 0359,Beauty,Fragrance,4085.05,5624.88
360,Accessories Product 0360,Fashion,Accessories,3774.33,5790.27
361,Fragrance Product 0361,Beauty,Fragrance,90.79,150.09
362,Appliances Product 0362,Home & Kitchen,Appliances,25036.37,31590.45
363,Audio Product 0363,Electronics,Audio,13426.29,17866.31
364,Skincare Product 0364,Beauty,Skincare,26029.76,40549.92
365,Decor Product 0365,Home & Kitchen,Decor,760.97,1214.21
366,Women Product 0366,Fashion,Women,5340.97,7133.44
367,Men Product 0367,Fashion,Men,308.88,398.1
368,Footwear Product 0368,Fashion,Footwear,12838.63,17272.95
369,Footwear Product 0369,Fashion,Footwear,276.83,383.0
370,Mobiles Product 0370,Electronics,Mobiles,609.45,996.58
371,Non-Fiction Product 0371,Books,Non-Fiction,2026.03,2596.62
372,Fragrance Product 0372,Beauty,Fragrance,3568.43,4742.67
373,Decor Product 0373,Home & Kitchen,Decor,2670.64,3872.38
374,Laptops Product 0374,Electronics,Laptops,186.79,271.44
375,Accessories Product 0375,Electronics,Accessories,1222.65,1737.52
376,Makeup Product 0376,Beauty,Makeup,24718.11,31950.63
377,Cookware Product 0377,Home & Kitchen,Cookware,17875.98,23821.62
378,Laptops Product 0378,Electronics,Laptops,3625.11,4640.52
379,Cookware Product 0379,Home & Kitchen,Cookware,2863.73,4168.66
380,Accessories Product 0380,Fashion,Accessories,206.23,286.97
381,Fragrance Product 0381,Beauty,Fragrance,374.82,480.09
382,Footwear Product 0382,Fashion,Footwear,398.78,650.83
383,Team Sports Product 0383,Sports,Team Sports,1712.97,2557.11
384,Accessories Product 0384,Electronics,Accessories,7534.97,10500.59
385,Accessories Product 0385,Fashion,Accessories,1737.61,2179.94
386,Audio Product 0386,Electronics,Audio,172.92,311.98
387,Footwear Product 0387,Fashion,Footwear,1169.46,1925.37
388,Women Product 0388,Fashion,Women,236.63,385.83
389,Audio Product 0389,Electronics,Audio,7517.82,11779.99
390,Furniture Product 0390,Home & Kitchen,Furniture,247.05,394.6
391,Outdoor Product 0391,Sports,Outdoor,1755.17,2474.38
392,Mobiles Product 0392,Electronics,Mobiles,6647.08,8423.44
393,Footwear Product 0393,Fashion,Footwear,407.7,564.69
394,Non-Fiction Product 0394,Books,Non-Fiction,143.53,233.3
395,Men Product 0395,Fashion,Men,3098.19,3955.74
396,Skincare Product 0396,Beauty,Skincare,148.1,205.51
397,Team Sports Product 0397,Sports,Team Sports,2777.56,4559.95
398,Audio Product 0398,Electronics,Audio,7734.23,11941.99
399,Mobiles Product 0399,Electronics,Mobiles,775.54,1016.05
400,Haircare Product 0400,Beauty,Haircare,1918.3,2559.4
401,Makeup Product 0401,Beauty,Makeup,23326.57,33055.58
402,Mobiles Product 0402,Electronics,Mobiles,1364.02,2315.48
403,Cookware Product 0403,Home & Kitchen,Cookware,37584.46,49009.05
404,Furniture Product 0404,Home & Kitchen,Furniture,236.38,373.41
405,Sportswear Product 0405,Sports,Sportswear,6990.44,9218.19
406,Furniture Product 0406,Home & Kitchen,Furniture,4817.4,6646.13
407,Fiction Product 0407,Books,Fiction,14795.51,23812.8
408,Non-Fiction Product 0408,Books,Non-Fiction,155.86,256.63
409,Team Sports Product 0409,Sports,Team Sports,447.13,763.87
410,Skincare Product 0410,Beauty,Skincare,198.92,323.27
411,Furniture Product 0411,Home & Kitchen,Furniture,20088.57,33898.24
412,Laptops Product 0412,Electronics,Laptops,1281.5,1788.3
413,Women Product 0413,Fashion,Women,21103.6,29653.57
414,Furniture Product 0414,Home & Kitchen,Furniture,587.54,829.55
415,Cookware Product 0415,Home & Kitchen,Cookware,226.06,312.54
416,Haircare Product 0416,Beauty,Haircare,646.7,839.88
417,Footwear Product 0417,Fashion,Footwear,3836.74,4816.04
418,Fragrance Product 0418,Beauty,Fragrance,12456.76,20347.48
419,Decor Product 0419,Home & Kitchen,Decor,997.35,1407.3
420,Accessories Product 0420,Electronics,Accessories,17409.78,30481.94
421,Footwear Product 0421,Fashion,Footwear,361.0,619.81
422,Comics Product 0422,Books,Comics,6125.6,8429.67
423,Fitness Product 0423,Sports,Fitness,7338.28,10769.78
424,Mobiles Product 0424,Electronics,Mobiles,555.99,736.66
425,Appliances Product 0425,Home & Kitchen,Appliances,116.66,175.44
426,Academic Product 0426,Books,Academic,731.63,1251.82
427,Mobiles Product 0427,Electronics,Mobiles,153.2,195.04
428,Appliances Product 0428,Home & Kitchen,Appliances,16079.34,28092.07
429,Appliances Product 0429,Home & Kitchen,Appliances,22940.83,38169.8
430,Men Product 0430,Fashion,Men,6715.76,10748.94
431,Cookware Product 0431,Home & Kitchen,Cookware,8366.94,10219.47
432,Laptops Product 0432,Electronics,Laptops,402.77,607.9
433,Women Product 0433,Fashion,Women,157.97,230.46
434,Accessories Product 0434,Electronics,Accessories,12002.42,15838.13
435,Footwear Product 0435,Fashion,Footwear,2787.56,3861.79
436,Men Product 0436,Fashion,Men,6113.34,7866.02
437,Accessories Product 0437,Fashion,Accessories,9470.94,13900.52
438,Laptops Product 0438,Electronics,Laptops,1314.8,1618.24
439,Footwear Product 0439,Fashion,Footwear,265.77,347.35
440,Accessories Product 0440,Fashion,Accessories,10007.88,15201.02
441,Appliances Product 0441,Home & Kitchen,Appliances,1366.98,2093.57
442,Accessories Product 0442,Fashion,Accessories,14653.22,18294.51
